smiles,logP_ALOGPS,logS,logP_ChemAxon,solubility_ALOGPS,pKa_acid,pKa_base,PSA,Polarizability,H_Acceptor_Count,H_Donor_Count
[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,4.11,-4.2,3.9,2.43e-02 g/l,14.91,-2.8,72.83,46.06,3,1
FC(F)OC(F)(F)C(F)Cl,2.24,-1.7,2.8,3.90e+00 g/l,,-5,9.23,9.74,1,0
[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O,-0.33,-2.6,-3.1,1.29e+00 g/l,2.6,8.34,172.46,49.87,10,3
CC(C)C[C@H](CN)CC(O)=O,-1.4,-1.2,-1.3,1.13e+01 g/l,4.8,10.23,63.32,18.08,3,2
CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,2.16,-3.8,2.79,5.34e-02 g/l,10.68,-1.4,52.9,30.32,3,1
CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,0.93,-2.6,0.53,8.24e-01 g/l,9.29,-3.4,109.57,31.65,5,2
NC1=CC(O)=C(C=C1)C(O)=O,0.62,-1.1,0.83,1.18e+01 g/l,3.68,2.19,83.55,14.29,4,3
[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,3.06,-4.2,3.28,2.23e-02 g/l,,7.91,39.72,34.49,4,1
CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,1.04,-3,0.33,2.09e-01 g/l,7.54,4.82,65.78,21.45,3,1
BrCCC(=O)N1CCN(CC1)C(=O)CCBr,1.09,-2.2,0.41,2.24e+00 g/l,,-1.3,40.62,28.44,2,0
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.7,-2.2,1.45,1.39e+00 g/l,7.48,,75.27,21.41,3,2
CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,1.75,-3.4,2.49,1.05e-01 g/l,14.98,3.28,58.12,27.8,4,1
ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,5.28,-5.4,5.84,1.91e-03 g/l,,6.74,39.41,40.79,3,0
[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,2.11,-3.5,1.68,1.37e-01 g/l,12.45,-2.9,94.83,42.88,5,3
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,1.47,-2,1.59,2.23e+00 g/l,7.48,,75.27,22.43,3,2
NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,-0.12,-1.6,-0.28,6.35e+00 g/l,13.89,2.22,119.31,26.85,7,3
COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,2.08,-3.6,2.83,1.10e-01 g/l,13.6,6.77,74.27,47.22,6,2
NC1=CC(C(O)=O)=C(O)C=C1,0.75,-1.1,-0.29,1.22e+01 g/l,2.02,5.87,83.55,14.26,4,3
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,4.47,-5.4,4.19,1.21e-03 g/l,,9.54,12.47,35.42,2,0
ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,4.64,-4.8,4.3,7.18e-03 g/l,12.21,7.09,48.47,44.96,4,1
[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,2.22,-3.2,1.82,2.24e-01 g/l,15,7.83,57.5,40.41,3,2
[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,2.97,-3.8,2.58,6.40e-02 g/l,15.25,9.32,71.68,52.5,4,2
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,-0.7,-1.2,-0.53,2.34e+01 g/l,8.46,-3,99.1,26.17,5,3
NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,1.19,-2.9,1.27,2.84e-01 g/l,,2.39,86.18,25.05,4,2
CC(C)N1CCN(CC1)C1=CC=C(OC[C@@H]2CO[C@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,4.58,-4.7,5.37,1.16e-02 g/l,,8.41,64.88,56.59,7,0
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,2.26,-3.6,2.15,7.11e-02 g/l,8.49,-9,58.2,25.48,2,2
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,3.06,-4,3.13,3.37e-02 g/l,18.37,-0.26,54.37,39.94,3,1
[H][C@@]12[C@@H](C)C3=CC=CC(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O,-0.72,-2.8,-3.3,6.30e-01 g/l,3.27,8.33,181.62,43.65,9,6
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,4.62,-4.4,5.19,1.09e-02 g/l,8.63,-6.5,40.46,30.69,2,2
[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,-0.27,-2.7,-7.1,1.31e+00 g/l,2.51,9.77,242.98,62.48,13,9
ClC1=CC=CC=C1C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,5.48,-5.4,5.84,1.47e-03 g/l,,6.26,17.82,36.25,1,0
[Ca++].CC([O-])=O.CC([O-])=O,0.24,-0.03,-0.22,1.47e+02 g/l,4.54,,40.13,4.96,2,0
NC1=CC=C(C=C1)S(N)(=O)=O,-0.16,-1.2,-0.25,1.04e+01 g/l,10.99,2.27,86.18,16.25,3,2
N[C@@H]1CONC1=O,-2.3,0.93,-2.4,8.77e+02 g/l,4.21,8.36,64.35,8.87,3,2
ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,1.95,-3,1.94,2.79e-01 g/l,11.25,3.62,44.7,23.61,3,1
ClCCNC(=O)N(CCCl)N=O,1.24,-2.2,1.02,1.53e+00 g/l,13.36,-5.3,61.77,18.8,2,1
CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,1.14,-2.9,0.73,3.13e-01 g/l,5.8,2.17,98.22,26.93,4,2
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,1.8,-2.8,1.76,4.02e-01 g/l,14.09,9.67,50.72,31.9,4,2
CCN(C(=O)C=CC)C1=CC=CC=C1C,2.7,-2.8,3.09,3.53e-01 g/l,,-0.6,20.31,23.07,1,0
OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,1.54,-3.7,1.94,6.62e-02 g/l,4.66,-6.8,93.06,32.32,4,2
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,-0.13,-3.1,-0.93,4.46e-01 g/l,2.62,3.53,190.81,47.05,11,3
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,3.16,-2.9,3.06,3.53e-01 g/l,12.27,10.17,32.34,31.19,2,1
COC1=CC=C(C=C1)C(Cl)=C(C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,5.95,-6.3,5.43,1.99e-04 g/l,,-4.4,27.69,40.68,3,0
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,3,-3.2,2,2.28e-01 g/l,16.95,-3.3,103.55,37.34,5,1
CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,2.27,-3.8,2.89,1.07e-01 g/l,2.17,-4.2,95.5,38.43,4,3
NCCC1=CC=NN1,-0.64,0.15,-0.62,1.56e+02 g/l,14.52,9.79,54.7,11.96,2,2
[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,1.29,-1.7,0.13,6.80e+00 g/l,11.09,-3.7,115.54,32.4,8,1
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,-0.38,-2.3,-0.65,2.16e+00 g/l,3.18,-1.7,163.33,44.5,9,2
CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,2.98,-4.6,2.16,1.05e-02 g/l,0.89,5.33,129.81,47.52,7,3
COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,4.66,-5.1,3.16,3.17e-03 g/l,10.82,8.44,80.32,41.65,5,2
CN1C2=C(NC=N2)C(=O)N(C)C1=O,-0.26,-0.9,-0.77,2.29e+01 g/l,7.82,-0.78,69.3,16.86,3,1
C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,0.04,-3.5,-0.92,1.68e-01 g/l,3.06,11.8,177.71,53.77,9,6
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,0.82,-4.5,2.8,1.95e-02 g/l,0.3,9.48,92.78,43.92,4,3
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,3.21,-3.8,3.47,4.93e-02 g/l,16.19,10.42,59.22,38.82,3,1
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,1.81,-2.6,2.84,5.93e-01 g/l,13.78,7.75,32.34,27.77,2,1
NCCC(O)(P(O)(O)=O)P(O)(O)=O,-1.4,-1.2,-4.5,1.58e+01 g/l,0.67,9.86,161.31,17.34,8,6
CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,5.29,-5.9,4.92,4.05e-04 g/l,,9.55,12.47,39.06,2,0
[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,-2.7,-0.78,-8.3,1.08e+02 g/l,11.83,7.03,329.01,60.87,19,14
COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,2.69,-3.1,2.74,2.30e-01 g/l,14.42,8.91,32.7,32.33,3,1
,,,,,,,,,,
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,4.02,-4.8,3.84,7.59e-03 g/l,13.95,-2.9,96.22,50.93,5,3
[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,3.16,-4.8,3.2,7.74e-03 g/l,13.63,-3.4,99.13,52.38,6,1
CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,3.95,-4.8,3.81,3.90e-03 g/l,,9.8,21.26,29.75,2,1
[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,-0.41,-4.7,-9.3,2.77e-02 g/l,11.39,7.65,627.07,139.19,28,20
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,3.81,-3.6,3.94,7.73e-02 g/l,4.46,1.72,40.54,31.98,3,1
CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,2.66,-2.7,2.5,4.77e-01 g/l,,4.25,44.12,26.43,2,0
CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,1.65,-4.4,1.97,1.81e-02 g/l,3.72,1.24,148.4,45.55,9,4
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],3.19,-4.6,3.6,7.37e-03 g/l,17.99,-1.5,37.3,37.83,2,1
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,0.99,-1.4,0.9,1.02e+01 g/l,10.26,9.12,52.93,29.94,4,2
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,,,4.07,,13.62,7.82,32.34,32.67,2,1
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,3.31,-3.5,4.52,9.77e-02 g/l,13.62,8,32.34,34.2,2,1
CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,2.78,-2.6,2.42,7.51e-01 g/l,,7.64,37.19,38.23,4,0
NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,-0.86,-1.5,-1.5,7.45e+00 g/l,12,2.88,125.76,25.11,7,4
[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,-0.02,-2.9,2.65,7.12e-01 g/l,18.59,4.13,185.44,49.18,10,1
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,2.69,-3.9,2.44,5.45e-02 g/l,3.75,-0.93,112.74,41.69,5,2
NC[C@H]1CC[C@@H](CC1)C(O)=O,-1.4,-0.94,-1.6,1.82e+01 g/l,4.56,10.22,63.32,17.28,3,2
[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,-0.2,-3.2,-3.2,2.86e-01 g/l,3.22,9.03,156.27,48.77,8,5
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],4.3,-5,4.42,3.01e-03 g/l,17.99,-1.5,20.23,37.51,1,1
[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,-0.55,-1.5,-1,1.01e+01 g/l,14.97,5.76,146.89,32.77,7,3
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1.87,-2,1.59,2.46e+00 g/l,7.48,,75.27,22.48,3,2
CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,6.86,-6.4,6.94,1.49e-04 g/l,4.07,,37.3,41.06,2,1
CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,4.72,-4.9,2.54,4.73e-03 g/l,9.72,10.4,69.64,46.45,4,2
[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,,,2.79,,11.34,9.09,164.82,81.39,9,5
NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,1.27,-3.8,1.6,5.28e-02 g/l,8.76,-2.6,109.49,31.29,4,3
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,1.87,-2.6,1.6,6.88e-01 g/l,7.51,-1.9,82.28,25.27,4,1
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,2.16,-2.4,1.89,8.64e-01 g/l,7.48,,75.27,23.41,3,2
CCCC(CCC)C(O)=O,2.54,-1.8,2.8,2.36e+00 g/l,5.14,,37.3,17,2,1
[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,-3.2,-2.6,-11,1.48e+00 g/l,10.62,10.3,378.42,65.97,14,14
CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,2.25,-3.2,2.04,1.90e-01 g/l,13,9.55,57.36,31.65,2,2
CC(=O)NC1=CC=C(O)C=C1,0.51,-1.6,0.91,4.15e+00 g/l,9.46,-4.4,49.33,15.52,2,2
COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,4.02,-4.2,3.75,2.70e-02 g/l,16.11,6.85,68.74,46.11,7,1
[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,1.2,-2.7,1.34,5.77e-01 g/l,13.78,9.19,41.93,31.95,4,1
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,0.67,-3.6,-0.26,1.19e-01 g/l,3.49,-4.3,156.43,51.77,7,3
[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,3.04,-3.4,2.71,2.29e-01 g/l,9.71,8.39,118.21,63.55,6,3
CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,5.1,-4.8,4.81,4.50e-03 g/l,,9.76,3.24,33.74,1,0
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,-1.2,-0.78,-1.3,4.08e+01 g/l,8.08,-3,99.1,20.95,5,3
CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,2.63,-3.7,3.28,5.69e-02 g/l,5.59,-6.5,100.67,26.89,5,2
[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,2.34,-4.4,2.42,1.66e-02 g/l,12.65,-3.4,74.6,39.94,4,2
O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,,,0.071,,,-3.3,148.38,16.52,6,0
[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,-1.9,-1.1,-4,3.98e+01 g/l,3.38,-3,161.51,19.34,8,6
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,1.69,-1.8,1.47,4.39e+00 g/l,10.17,9.08,49.77,30.02,4,1
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,4.25,-5.2,3.53,2.40e-03 g/l,3.79,-2.9,68.53,36.64,4,1
CC[C@@H](CO)NCCN[C@@H](CC)CO,,,-0.059,,14.82,9.55,64.52,24.47,4,4
CN(C)C(=N)NC(N)=N,-1.8,-2,-0.92,1.38e+00 g/l,,12.33,88.99,13.43,5,4
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,0.89,-5.5,-1.8,1.22e-03 g/l,15.15,-2.7,46.53,37.57,2,1
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,4.14,-4.7,5.01,5.90e-03 g/l,19.79,9.12,20.31,36.28,2,0
CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,3.61,-3.5,3.39,9.42e-02 g/l,15.67,7.24,30.87,35.35,4,1
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,0.57,-2.8,0.43,4.29e-01 g/l,14.08,9.67,84.58,29.98,4,3
NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,0.23,-2.9,-0.14,2.68e-01 g/l,11.79,-2,123.76,16.97,4,2
[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,4.36,-5.7,6.81,1.52e-03 g/l,9.96,-2.9,158.13,87.79,10,2
COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,1.66,-3,2.43,3.59e-01 g/l,9.29,4.77,77.1,37.45,5,1
NC(=O)C1=NC=CN=C1,-0.71,-0.12,-1.2,9.37e+01 g/l,13.06,-0.55,68.87,11.13,3,1
CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,5.51,-6.5,5.06,1.02e-04 g/l,,9.34,3.24,35.65,1,0
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,2.98,-3.8,0.87,6.58e-02 g/l,3.59,7.42,53.01,41.84,5,1
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,5.89,-6,6.48,4.58e-04 g/l,13.2,9.02,43.7,56.45,3,2
COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,,,2.73,,12.86,8.18,59.08,43.68,4,0
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,4.65,-6.1,4.5,2.31e-04 g/l,,10.54,12.03,31.6,1,1
NC1=CC=C(C=C1)C(=O)NCC(O)=O,0,-1.8,-1,3.13e+00 g/l,2.7,4.24,92.42,19.13,4,3
COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,2.02,-3.1,1.19,2.82e-01 g/l,14.64,7.3,111.83,42.71,8,2
CN1C(=O)OC(C)(C)C1=O,0.07,0.17,0.5,2.12e+02 g/l,,,46.61,13.59,2,0
[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,2.06,-4.6,3.13,8.11e-03 g/l,7.44,-7.3,94.35,26.76,5,0
CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,2.14,-3.3,2.55,1.64e-01 g/l,5.82,-6.7,40.62,30.07,2,0
NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,1.24,-1,0.00079,1.99e+01 g/l,17.62,1.69,95.11,21.97,5,2
[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,3.71,-5.1,3.72,3.36e-03 g/l,17.83,-4.9,60.44,43.51,3,0
NC1=NC(=S)C2=C(N1)N=CN2,-0.36,-2.3,-0.35,8.34e-01 g/l,10.81,4.54,79.09,15.65,4,3
[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,1.74,-3.2,1.59,2.04e-01 g/l,15,7.93,68.36,38.73,3,3
CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,6.16,-6.2,7.42,2.46e-04 g/l,,7.6,6.48,50.94,2,0
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,0.04,-4.1,-3.1,4.29e-02 g/l,-1.5,3.91,206.03,39.95,10,3
ClC1=CC2=C(OC(=O)N2)C=C1,2.09,-1.8,1.94,2.96e+00 g/l,9.39,-2.2,38.33,14.94,2,1
CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,1.49,-2.8,1.3,3.71e-01 g/l,11.69,4.28,72.19,24.69,3,2
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,3.1,-4,4.11,3.80e-02 g/l,13.79,9.46,45.15,31.73,3,2
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,0.25,-2.6,0.39,6.01e-01 g/l,6.99,2.01,97.97,24.34,5,2
[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,-1.8,-2.1,-2.3,2.03e+00 g/l,7.82,0.82,132,23.61,7,6
[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,4.39,-4.8,4.65,1.22e-02 g/l,10.87,8.66,133.87,84.31,8,2
[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,1.87,-4.3,-1.5,5.64e-02 g/l,9.46,-3.5,377.42,122.78,17,14
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,3.67,-3.2,3.4,1.86e-01 g/l,15.9,7.35,30.87,35.75,4,1
O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,0.74,-3.3,-5.9,7.74e-01 g/l,13.53,-3,772.17,107.19,35,16
CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,-0.12,-2.8,0.068,6.32e-01 g/l,5.68,8.86,72.88,37.86,6,2
CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,2.9,-2.7,2.96,5.41e-01 g/l,,8.87,25.36,31.09,3,0
